"x","y","valid_ha","stable_ha","sustained_ha","endpoint_ha","unsettled_ha","stable_flicker_ha"
640322.648224166,6110890.06916606,41.04,38.19,0.05,0.02,0.09,2.69
648322.648224166,6110890.06916606,0.3,0.3,0,0,0,0
649322.648224166,6110890.06916606,1.59,1.59,0,0,0,0
596322.648224166,6109890.06916606,0.16,0.16,0,0,0,0
602322.648224166,6109890.06916606,15.93,10.66,0.35,2.6,0.71,1.61
603322.648224166,6109890.06916606,0.21,0.21,0,0,0,0
604322.648224166,6109890.06916606,24.23,22.35,0.18,0.83,0.37,0.5
615322.648224166,6109890.06916606,18.18,12.35,0.04,0.19,0.67,4.93
616322.648224166,6109890.06916606,14.08,14.05,0,0,0,0.03
618322.648224166,6109890.06916606,23.73,23.71,0,0,0,0.02
619322.648224166,6109890.06916606,3.33,2.56,0,0,0,0.77
624322.648224166,6109890.06916606,0.65,0.65,0,0,0,0
625322.648224166,6109890.06916606,27.24,27.24,0,0,0,0
626322.648224166,6109890.06916606,11.58,11.58,0,0,0,0
638322.648224166,6109890.06916606,18.84,18.84,0,0,0,0
639322.648224166,6109890.06916606,15.15,15.15,0,0,0,0
640322.648224166,6109890.06916606,35.08,33.01,0.02,0.01,0.02,2.02
641322.648224166,6109890.06916606,21.25,21.25,0,0,0,0
647322.648224166,6109890.06916606,11.49,10.06,0.21,0.26,0.03,0.93
648322.648224166,6109890.06916606,40.55,37.54,0.32,0.73,0.51,1.45
596322.648224166,6108890.06916606,3.15,3.15,0,0,0,0
597322.648224166,6108890.06916606,4.47,4.47,0,0,0,0
598322.648224166,6108890.06916606,1.69,1.69,0,0,0,0
599322.648224166,6108890.06916606,2.08,1.86,0,0.22,0,0
600322.648224166,6108890.06916606,0.18,0.01,0,0.17,0,0
603322.648224166,6108890.06916606,8.75,8.75,0,0,0,0
604322.648224166,6108890.06916606,14.49,13.06,0.13,0.23,0.09,0.98
605322.648224166,6108890.06916606,16.51,15.13,0.1,0.29,0.28,0.71
615322.648224166,6108890.06916606,1.12,1.12,0,0,0,0
616322.648224166,6108890.06916606,2.45,2.45,0,0,0,0
617322.648224166,6108890.06916606,18.7,15.46,2.58,0.21,0.15,0.3
618322.648224166,6108890.06916606,42.62,42.43,0.03,0.03,0.01,0.12
619322.648224166,6108890.06916606,14.28,14.28,0,0,0,0
622322.648224166,6108890.06916606,17.4,17.38,0,0.02,0,0
623322.648224166,6108890.06916606,12.45,12.45,0,0,0,0
624322.648224166,6108890.06916606,7.31,7.1,0,0.21,0,0
638322.648224166,6108890.06916606,2.66,0.48,0.32,0.29,0.29,1.28
639322.648224166,6108890.06916606,3.67,3.67,0,0,0,0
640322.648224166,6108890.06916606,0.99,0.99,0,0,0,0
641322.648224166,6108890.06916606,51.5,51.5,0,0,0,0
642322.648224166,6108890.06916606,45.89,35.72,0.14,0.13,0.8,9.1
643322.648224166,6108890.06916606,32.48,17,0.14,0.23,1.36,13.75
646322.648224166,6108890.06916606,7.79,7.65,0,0.09,0,0.05
647322.648224166,6108890.06916606,54.69,50.61,0.26,0.79,0.41,2.62
648322.648224166,6108890.06916606,14.51,13.94,0.07,0.04,0.09,0.37
595322.648224166,6107890.06916606,0.56,0.56,0,0,0,0
596322.648224166,6107890.06916606,0.54,0.54,0,0,0,0
600322.648224166,6107890.06916606,2.76,2.76,0,0,0,0
601322.648224166,6107890.06916606,1.07,1.07,0,0,0,0
602322.648224166,6107890.06916606,1.97,1.97,0,0,0,0
603322.648224166,6107890.06916606,5.07,5.07,0,0,0,0
605322.648224166,6107890.06916606,15.28,14.67,0,0.08,0.22,0.31
616322.648224166,6107890.06916606,1.6,1.6,0,0,0,0
617322.648224166,6107890.06916606,44.3,35.39,2.93,0.48,0.84,4.66
618322.648224166,6107890.06916606,24.51,21.24,0.03,0.42,0.82,2
619322.648224166,6107890.06916606,60.95,57.69,0.15,0.46,1.9,0.75
620322.648224166,6107890.06916606,38,38,0,0,0,0
621322.648224166,6107890.06916606,18.62,18.45,0,0.17,0,0
622322.648224166,6107890.06916606,42.5,38.22,0.01,3.9,0.26,0.11
623322.648224166,6107890.06916606,19.96,18.47,0,1.42,0,0.07
624322.648224166,6107890.06916606,0.35,0.35,0,0,0,0
640322.648224166,6107890.06916606,5.75,5.75,0,0,0,0
641322.648224166,6107890.06916606,89.25,87.46,0.18,0.06,0.02,1.53
642322.648224166,6107890.06916606,45.79,44.21,0.01,0.04,0.32,1.21
643322.648224166,6107890.06916606,41.84,13.19,0.01,0.76,17.77,10.11
644322.648224166,6107890.06916606,29.32,18.73,1.02,0.26,1.97,7.34
646322.648224166,6107890.06916606,1.92,1.77,0,0.06,0,0.09
647322.648224166,6107890.06916606,90.45,88.13,0,0.81,0.6,0.91
648322.648224166,6107890.06916606,3.42,3.38,0.01,0.01,0.02,0
603322.648224166,6106890.06916606,14.32,13.79,0,0.53,0,0
604322.648224166,6106890.06916606,18.92,10.03,0.16,2.88,3.16,2.69
605322.648224166,6106890.06916606,2.95,2.66,0.02,0.02,0.01,0.24
606322.648224166,6106890.06916606,16.01,14.57,0.26,0.14,0.28,0.76
607322.648224166,6106890.06916606,8.26,8.23,0.01,0.01,0,0.01
608322.648224166,6106890.06916606,2.42,2.42,0,0,0,0
609322.648224166,6106890.06916606,0.84,0.84,0,0,0,0
616322.648224166,6106890.06916606,11.34,11.34,0,0,0,0
617322.648224166,6106890.06916606,32.36,26.67,1.06,1.5,2,1.13
618322.648224166,6106890.06916606,64.04,48.7,1.22,1.43,9.8,2.89
619322.648224166,6106890.06916606,13.99,12.98,0.06,0.22,0.24,0.49
620322.648224166,6106890.06916606,1.73,1.73,0,0,0,0
623322.648224166,6106890.06916606,5.78,5.78,0,0,0,0
624322.648224166,6106890.06916606,0.49,0.49,0,0,0,0
636322.648224166,6106890.06916606,0.06,0.06,0,0,0,0
637322.648224166,6106890.06916606,13.46,13.46,0,0,0,0
638322.648224166,6106890.06916606,16.72,16.72,0,0,0,0
639322.648224166,6106890.06916606,13.81,13.81,0,0,0,0
640322.648224166,6106890.06916606,39.84,39.84,0,0,0,0
641322.648224166,6106890.06916606,83.87,78.85,0.27,0.15,0.95,3.65
642322.648224166,6106890.06916606,1.25,1.21,0,0,0,0.04
644322.648224166,6106890.06916606,20.29,15.81,0.37,0.88,1.73,1.5
645322.648224166,6106890.06916606,0.78,0.78,0,0,0,0
646322.648224166,6106890.06916606,36.28,33.23,0.05,0.79,1.42,0.79
647322.648224166,6106890.06916606,52.89,51.01,0.09,0.74,0.18,0.87
648322.648224166,6106890.06916606,9.67,9.49,0,0.02,0,0.16
604322.648224166,6105890.06916606,33.37,1.41,0.08,20.4,10.65,0.83
605322.648224166,6105890.06916606,25.81,1.41,0.91,4.9,10.91,7.68
606322.648224166,6105890.06916606,1.57,1.57,0,0,0,0
607322.648224166,6105890.06916606,10.86,10.27,0.07,0.06,0.12,0.34
619322.648224166,6105890.06916606,0.34,0.34,0,0,0,0
623322.648224166,6105890.06916606,0.85,0.85,0,0,0,0
624322.648224166,6105890.06916606,0.68,0.68,0,0,0,0
635322.648224166,6105890.06916606,6.31,6.31,0,0,0,0
636322.648224166,6105890.06916606,19.9,19.9,0,0,0,0
637322.648224166,6105890.06916606,22.22,22.22,0,0,0,0
638322.648224166,6105890.06916606,50.15,49.73,0.17,0.08,0.03,0.14
639322.648224166,6105890.06916606,55.74,55.69,0,0,0,0.05
640322.648224166,6105890.06916606,56.51,54.29,0.16,0.64,0.52,0.9
641322.648224166,6105890.06916606,45.47,32.36,0.41,0.82,6.36,5.52
644322.648224166,6105890.06916606,34.08,32.82,0.01,0.39,0.73,0.13
645322.648224166,6105890.06916606,27.73,26.6,0.12,0.32,0.28,0.41
594322.648224166,6104890.06916606,1.46,0.54,0,0,0,0.92
605322.648224166,6104890.06916606,0.92,0.92,0,0,0,0
606322.648224166,6104890.06916606,15.75,12.78,0.11,1.73,0.64,0.49
607322.648224166,6104890.06916606,7.53,6.86,0.01,0.06,0.2,0.4
624322.648224166,6104890.06916606,0.48,0.48,0,0,0,0
633322.648224166,6104890.06916606,4.63,4.63,0,0,0,0
634322.648224166,6104890.06916606,12.57,12.57,0,0,0,0
635322.648224166,6104890.06916606,9.21,9.21,0,0,0,0
638322.648224166,6104890.06916606,0.48,0.48,0,0,0,0
639322.648224166,6104890.06916606,6.72,6.72,0,0,0,0
640322.648224166,6104890.06916606,3.07,2.93,0,0.09,0.04,0.01
644322.648224166,6104890.06916606,16.27,15.4,0,0.2,0.42,0.25
645322.648224166,6104890.06916606,20.63,19.07,0.4,0.34,0.54,0.28
594322.648224166,6103890.06916606,0.38,0.35,0,0,0,0.03
595322.648224166,6103890.06916606,5.63,3.77,0,0,0,1.86
596322.648224166,6103890.06916606,1.45,1.45,0,0,0,0
604322.648224166,6103890.06916606,24.75,13.65,0,9.27,1.33,0.5
605322.648224166,6103890.06916606,14.05,10.39,0,3.66,0,0
606322.648224166,6103890.06916606,10.28,10.2,0,0.08,0,0
607322.648224166,6103890.06916606,7.95,7.06,0,0.17,0.37,0.35
630322.648224166,6103890.06916606,0.28,0.2,0,0.03,0.05,0
632322.648224166,6103890.06916606,5,5,0,0,0,0
633322.648224166,6103890.06916606,9.25,9.25,0,0,0,0
596322.648224166,6102890.06916606,0.34,0.34,0,0,0,0
597322.648224166,6102890.06916606,1.3,1.3,0,0,0,0
604322.648224166,6102890.06916606,28.88,19.51,0,9.37,0,0
605322.648224166,6102890.06916606,45.47,44.4,0,1.06,0,0.01
606322.648224166,6102890.06916606,24.65,22.47,0.02,1.5,0.17,0.49
607322.648224166,6102890.06916606,6.62,6.29,0,0.19,0.13,0.01
608322.648224166,6102890.06916606,7.48,6.74,0.02,0.18,0.3,0.24
627322.648224166,6102890.06916606,0.16,0.16,0,0,0,0
628322.648224166,6102890.06916606,1.58,1.58,0,0,0,0
629322.648224166,6102890.06916606,2.42,2.42,0,0,0,0
630322.648224166,6102890.06916606,1.74,1.74,0,0,0,0
631322.648224166,6102890.06916606,9.59,9.51,0,0,0,0.08
632322.648224166,6102890.06916606,10.15,10.15,0,0,0,0
633322.648224166,6102890.06916606,0.28,0.28,0,0,0,0
597322.648224166,6101890.06916606,4.44,4.44,0,0,0,0
598322.648224166,6101890.06916606,1.4,1.4,0,0,0,0
599322.648224166,6101890.06916606,1.78,1.78,0,0,0,0
600322.648224166,6101890.06916606,0.38,0.38,0,0,0,0
603322.648224166,6101890.06916606,0.22,0.22,0,0,0,0
604322.648224166,6101890.06916606,35.07,33.57,0.19,0.5,0,0.81
605322.648224166,6101890.06916606,1.44,1.44,0,0,0,0
606322.648224166,6101890.06916606,35.92,24.49,1.67,3.61,2.4,3.75
607322.648224166,6101890.06916606,13.35,13.35,0,0,0,0
608322.648224166,6101890.06916606,10.34,9.59,0.01,0.31,0.3,0.13
628322.648224166,6101890.06916606,5.56,4.78,0,0.02,0.74,0.02
630322.648224166,6101890.06916606,0.56,0.56,0,0,0,0
632322.648224166,6101890.06916606,0.16,0.16,0,0,0,0
633322.648224166,6101890.06916606,1.09,1.09,0,0,0,0
600322.648224166,6100890.06916606,0.98,0.98,0,0,0,0
601322.648224166,6100890.06916606,1.26,1.26,0,0,0,0
602322.648224166,6100890.06916606,1.68,1.68,0,0,0,0
603322.648224166,6100890.06916606,2.67,2.67,0,0,0,0
604322.648224166,6100890.06916606,67.66,56,1.1,3.35,2.82,4.39
605322.648224166,6100890.06916606,23.23,17.08,0.15,1.49,2.27,2.24
606322.648224166,6100890.06916606,9.59,5.8,0.2,0.44,1.44,1.71
607322.648224166,6100890.06916606,10.14,7.13,0.26,0.49,0.67,1.59
608322.648224166,6100890.06916606,13.89,12.76,0.07,0.25,0.43,0.38
609322.648224166,6100890.06916606,1.83,1.83,0,0,0,0
627322.648224166,6100890.06916606,16.13,8.98,0,0.1,1.45,5.6
628322.648224166,6100890.06916606,17.32,13.95,0,0.24,1.91,1.22
633322.648224166,6100890.06916606,1.13,1.13,0,0,0,0
604322.648224166,6099890.06916606,24.27,21.66,0.29,0.07,0.61,1.64
605322.648224166,6099890.06916606,41.82,37.78,0.23,0.25,1.21,2.35
606322.648224166,6099890.06916606,43.97,22.51,0.76,11.72,4.83,4.15
607322.648224166,6099890.06916606,1.36,1.36,0,0,0,0
608322.648224166,6099890.06916606,13.54,12.38,0.02,0.71,0.34,0.09
609322.648224166,6099890.06916606,1.2,1.2,0,0,0,0
610322.648224166,6099890.06916606,2.39,2.39,0,0,0,0
627322.648224166,6099890.06916606,47.18,41.04,0,0.53,2.27,3.34
628322.648224166,6099890.06916606,0.49,0.49,0,0,0,0
604322.648224166,6098890.06916606,6.09,6.09,0,0,0,0
605322.648224166,6098890.06916606,56.98,50.83,0.26,3.18,0.86,1.85
606322.648224166,6098890.06916606,18.98,13.13,0.15,4.18,0.93,0.59
607322.648224166,6098890.06916606,5.62,5.22,0,0.35,0.05,0
608322.648224166,6098890.06916606,8.23,7.45,0.03,0.3,0.29,0.16
624322.648224166,6098890.06916606,0.06,0.05,0,0,0,0.01
625322.648224166,6098890.06916606,0.66,0.66,0,0,0,0
626322.648224166,6098890.06916606,16.08,15.85,0,0.23,0,0
627322.648224166,6098890.06916606,47.42,25.69,0.09,4.12,9.26,8.26
604322.648224166,6097890.06916606,9.44,9.44,0,0,0,0
605322.648224166,6097890.06916606,20.7,17.35,0.19,1.23,1.17,0.76
606322.648224166,6097890.06916606,7.29,5.6,0.07,1.32,0.12,0.18
607322.648224166,6097890.06916606,14.54,7.94,0,2.3,3.89,0.41
624322.648224166,6097890.06916606,1.07,0.71,0,0,0.11,0.25
626322.648224166,6097890.06916606,36.48,34.18,0.02,0.27,0.79,1.22
627322.648224166,6097890.06916606,37.99,28.08,0.01,0.93,1.77,7.2
604322.648224166,6096890.06916606,1.01,1.01,0,0,0,0
605322.648224166,6096890.06916606,5.99,5.99,0,0,0,0
606322.648224166,6096890.06916606,15.37,12.72,0,1.74,0.72,0.19
607322.648224166,6096890.06916606,20.05,13.74,0.08,2.62,2.69,0.92
610322.648224166,6096890.06916606,8.73,7.27,0.01,0.22,0.95,0.28
626322.648224166,6096890.06916606,55.82,38.22,0.06,0.11,3.15,14.28
627322.648224166,6096890.06916606,62.6,55.19,0.6,0.67,2.85,3.29
628322.648224166,6096890.06916606,15.87,15.87,0,0,0,0
629322.648224166,6096890.06916606,2.25,2.25,0,0,0,0
593322.648224166,6095890.06916606,0.85,0.85,0,0,0,0
595322.648224166,6095890.06916606,0.04,0.04,0,0,0,0
596322.648224166,6095890.06916606,1.62,1.62,0,0,0,0
597322.648224166,6095890.06916606,1.05,1.05,0,0,0,0
598322.648224166,6095890.06916606,1.28,1.28,0,0,0,0
599322.648224166,6095890.06916606,1.37,1.37,0,0,0,0
600322.648224166,6095890.06916606,1.75,1.75,0,0,0,0
601322.648224166,6095890.06916606,1.74,1.74,0,0,0,0
602322.648224166,6095890.06916606,2.21,2.21,0,0,0,0
603322.648224166,6095890.06916606,2.2,2.18,0,0.02,0,0
604322.648224166,6095890.06916606,1.93,1.93,0,0,0,0
605322.648224166,6095890.06916606,12.68,9.18,0.65,0,0,2.85
606322.648224166,6095890.06916606,17.56,9.41,0,5.96,2.04,0.15
610322.648224166,6095890.06916606,33.09,19.06,0.71,2.35,5.17,5.8
611322.648224166,6095890.06916606,15.43,15.43,0,0,0,0
615322.648224166,6095890.06916606,0.5,0.5,0,0,0,0
616322.648224166,6095890.06916606,0.16,0.16,0,0,0,0
624322.648224166,6095890.06916606,0.01,0.01,0,0,0,0
625322.648224166,6095890.06916606,30.82,23.83,0.13,0.27,1.68,4.91
626322.648224166,6095890.06916606,69.48,48.05,0.31,1.04,9.22,10.86
627322.648224166,6095890.06916606,15.24,10.55,0.07,0.54,1.78,2.3
593322.648224166,6094890.06916606,0.09,0.09,0,0,0,0
594322.648224166,6094890.06916606,1.36,1.36,0,0,0,0
595322.648224166,6094890.06916606,1.64,1.64,0,0,0,0
604322.648224166,6094890.06916606,0.07,0.07,0,0,0,0
605322.648224166,6094890.06916606,16.68,16.54,0,0.09,0,0.05
606322.648224166,6094890.06916606,15.99,8.37,0,5.07,2.36,0.19
607322.648224166,6094890.06916606,17.76,14.62,0.01,1.2,1.7,0.23
608322.648224166,6094890.06916606,7.1,6.84,0,0.13,0.1,0.03
610322.648224166,6094890.06916606,7.71,3.78,0.34,2.52,0.67,0.4
611322.648224166,6094890.06916606,45.36,41.73,0.16,0.38,0.69,2.4
613322.648224166,6094890.06916606,0.35,0.35,0,0,0,0
614322.648224166,6094890.06916606,1.01,1.01,0,0,0,0
620322.648224166,6094890.06916606,0.18,0.18,0,0,0,0
622322.648224166,6094890.06916606,1.17,1.17,0,0,0,0
623322.648224166,6094890.06916606,3.43,3.43,0,0,0,0
624322.648224166,6094890.06916606,4.46,4.46,0,0,0,0
625322.648224166,6094890.06916606,0.2,0.18,0,0,0,0.02
607322.648224166,6093890.06916606,8.85,8.16,0.05,0.28,0.21,0.15
608322.648224166,6093890.06916606,5.2,5.04,0,0.07,0.03,0.06
609322.648224166,6093890.06916606,11.1,7.17,0.21,0.21,0.53,2.98
610322.648224166,6093890.06916606,3.31,3.29,0,0,0,0.02
611322.648224166,6093890.06916606,15.03,15.03,0,0,0,0
612322.648224166,6093890.06916606,30.18,30.18,0,0,0,0
613322.648224166,6093890.06916606,1.33,1.33,0,0,0,0
621322.648224166,6093890.06916606,1.79,1.79,0,0,0,0
622322.648224166,6093890.06916606,0.62,0.62,0,0,0,0
607322.648224166,6092890.06916606,12.36,11.84,0.03,0.12,0.06,0.31
608322.648224166,6092890.06916606,2.03,1.95,0,0.04,0,0.04
609322.648224166,6092890.06916606,19.48,19.45,0,0.01,0.02,0
610322.648224166,6092890.06916606,8.09,7.56,0.02,0.28,0.08,0.15
611322.648224166,6092890.06916606,0.37,0.37,0,0,0,0
612322.648224166,6092890.06916606,1.66,1.66,0,0,0,0
620322.648224166,6092890.06916606,1.29,1.23,0,0.06,0,0
621322.648224166,6092890.06916606,0.54,0.54,0,0,0,0
629322.648224166,6092890.06916606,11.13,10.53,0.01,0.32,0.2,0.07
630322.648224166,6092890.06916606,24.46,16.53,0.12,0.71,3.49,3.61
631322.648224166,6092890.06916606,5.65,3.95,0,0.05,0.35,1.3
599322.648224166,6091890.06916606,0.08,0.08,0,0,0,0
606322.648224166,6091890.06916606,5.46,5.22,0,0.04,0.1,0.1
607322.648224166,6091890.06916606,18.85,16.99,0.25,0.99,0.08,0.54
608322.648224166,6091890.06916606,2.48,2.44,0,0.02,0.01,0.01
609322.648224166,6091890.06916606,37.67,29.08,2.31,0.73,0.37,5.18
610322.648224166,6091890.06916606,11.81,11.25,0.03,0.21,0.04,0.28
620322.648224166,6091890.06916606,1.64,1.39,0,0.25,0,0
628322.648224166,6091890.06916606,1.91,1.91,0,0,0,0
629322.648224166,6091890.06916606,18.79,17.59,0.04,0.73,0.15,0.28
630322.648224166,6091890.06916606,0.21,0.1,0,0.09,0.02,0
631322.648224166,6091890.06916606,4.26,4.26,0,0,0,0
632322.648224166,6091890.06916606,0.68,0.68,0,0,0,0
599322.648224166,6090890.06916606,0.24,0.24,0,0,0,0
600322.648224166,6090890.06916606,1.54,1.54,0,0,0,0
601322.648224166,6090890.06916606,0.49,0.49,0,0,0,0
606322.648224166,6090890.06916606,6.61,6.26,0.08,0.09,0.09,0.09
607322.648224166,6090890.06916606,9.8,9.76,0,0.01,0.01,0.02
608322.648224166,6090890.06916606,1.71,1.31,0.03,0.19,0.12,0.06
609322.648224166,6090890.06916606,4.12,2.54,0.11,0.24,0.42,0.81
611322.648224166,6090890.06916606,5.9,4.6,0.32,0.11,0.22,0.65
612322.648224166,6090890.06916606,64.81,57.5,0.53,1.14,1.48,4.16
613322.648224166,6090890.06916606,20.09,20.09,0,0,0,0
614322.648224166,6090890.06916606,1.25,1.25,0,0,0,0
615322.648224166,6090890.06916606,0.16,0.16,0,0,0,0
620322.648224166,6090890.06916606,0.36,0.36,0,0,0,0
621322.648224166,6090890.06916606,1.4,1.4,0,0,0,0
628322.648224166,6090890.06916606,12.6,12.6,0,0,0,0
600322.648224166,6089890.06916606,16.88,8.24,1.45,0.46,1.22,5.51
601322.648224166,6089890.06916606,35.74,15.94,0.42,2.09,6.19,11.1
602322.648224166,6089890.06916606,1.01,1.01,0,0,0,0
607322.648224166,6089890.06916606,22.4,18.3,0.4,1.19,1.06,1.45
608322.648224166,6089890.06916606,21.26,18.24,0.27,0.63,0.87,1.25
609322.648224166,6089890.06916606,12.24,10.25,0.32,0.81,0.23,0.63
610322.648224166,6089890.06916606,13.18,12.39,0.1,0.44,0.03,0.22
611322.648224166,6089890.06916606,14.21,12.93,0.37,0.5,0.07,0.34
612322.648224166,6089890.06916606,20.27,18.08,0.12,0.73,0.81,0.53
613322.648224166,6089890.06916606,0.06,0.06,0,0,0,0
621322.648224166,6089890.06916606,2.15,2.15,0,0,0,0
628322.648224166,6089890.06916606,2.56,2.56,0,0,0,0
595322.648224166,6088890.06916606,2.27,1.23,0.06,0.18,0.28,0.52
596322.648224166,6088890.06916606,14.9,13.55,0.16,0.35,0.29,0.55
597322.648224166,6088890.06916606,9.3,8.94,0,0.09,0.23,0.04
598322.648224166,6088890.06916606,0.56,0.55,0,0.01,0,0
599322.648224166,6088890.06916606,0.72,0.72,0,0,0,0
600322.648224166,6088890.06916606,12.79,12.79,0,0,0,0
601322.648224166,6088890.06916606,26.73,26.32,0,0.35,0.05,0.01
602322.648224166,6088890.06916606,12.79,11.49,0.54,0.12,0.13,0.51
603322.648224166,6088890.06916606,8.61,8.61,0,0,0,0
604322.648224166,6088890.06916606,5.18,5.18,0,0,0,0
605322.648224166,6088890.06916606,1.97,1.97,0,0,0,0
606322.648224166,6088890.06916606,3.04,3.04,0,0,0,0
607322.648224166,6088890.06916606,3.87,3.87,0,0,0,0
608322.648224166,6088890.06916606,4.94,4.93,0,0,0,0.01
609322.648224166,6088890.06916606,0.98,0.73,0,0,0.02,0.23
610322.648224166,6088890.06916606,0.1,0.06,0,0.03,0,0.01
611322.648224166,6088890.06916606,2.6,2.29,0.05,0.19,0,0.07
612322.648224166,6088890.06916606,11.91,10.8,0.2,0.55,0.11,0.25
613322.648224166,6088890.06916606,7.87,7.24,0.1,0.29,0.02,0.22
617322.648224166,6088890.06916606,0.69,0.69,0,0,0,0
618322.648224166,6088890.06916606,2.63,2.63,0,0,0,0
619322.648224166,6088890.06916606,3.15,3.07,0,0,0,0.08
620322.648224166,6088890.06916606,2.57,2.57,0,0,0,0
621322.648224166,6088890.06916606,3.08,3.08,0,0,0,0
622322.648224166,6088890.06916606,1.3,1.3,0,0,0,0
623322.648224166,6088890.06916606,0.2,0.2,0,0,0,0
627322.648224166,6088890.06916606,1.58,1.58,0,0,0,0
595322.648224166,6087890.06916606,25.65,20.34,0.14,0.65,1.58,2.94
596322.648224166,6087890.06916606,21.53,19.21,0.08,0,0.28,1.96
597322.648224166,6087890.06916606,10.29,9.58,0,0.47,0.18,0.06
598322.648224166,6087890.06916606,31.6,23.44,0.34,1.35,2.17,4.3
599322.648224166,6087890.06916606,32.46,26.02,0.31,0.8,0.87,4.46
600322.648224166,6087890.06916606,9.35,3.58,0.11,0.65,1.79,3.22
601322.648224166,6087890.06916606,2.7,2.7,0,0,0,0
602322.648224166,6087890.06916606,4.08,4.08,0,0,0,0
603322.648224166,6087890.06916606,0.89,0.89,0,0,0,0
607322.648224166,6087890.06916606,0.46,0.33,0,0.03,0.07,0.03
608322.648224166,6087890.06916606,29.44,25.35,0.04,0.53,0.61,2.91
609322.648224166,6087890.06916606,24.73,15.87,0.39,1.02,4.23,3.22
610322.648224166,6087890.06916606,1.46,1.11,0,0.01,0.06,0.28
613322.648224166,6087890.06916606,5.45,4.6,0.17,0.45,0.05,0.18
614322.648224166,6087890.06916606,8.4,7.69,0.12,0.39,0.03,0.17
616322.648224166,6087890.06916606,0.94,0.94,0,0,0,0
617322.648224166,6087890.06916606,3,3,0,0,0,0
622322.648224166,6087890.06916606,0.62,0.62,0,0,0,0
623322.648224166,6087890.06916606,1.62,1.58,0,0.04,0,0
624322.648224166,6087890.06916606,1.46,1.46,0,0,0,0
626322.648224166,6087890.06916606,1.59,1.59,0,0,0,0
627322.648224166,6087890.06916606,2.93,2.93,0,0,0,0
597322.648224166,6086890.06916606,73.99,73.96,0,0.03,0,0
598322.648224166,6086890.06916606,36.75,35.24,1.29,0.06,0.06,0.1
599322.648224166,6086890.06916606,39.13,39.13,0,0,0,0
602322.648224166,6086890.06916606,1.07,1.07,0,0,0,0
606322.648224166,6086890.06916606,3.38,3.38,0,0,0,0
607322.648224166,6086890.06916606,9.47,9.47,0,0,0,0
608322.648224166,6086890.06916606,42.74,34.73,0.22,1.71,3.47,2.61
609322.648224166,6086890.06916606,51.57,32.62,0.57,5.5,6.5,6.38
610322.648224166,6086890.06916606,31.12,24.59,0.32,0.41,1.82,3.98
614322.648224166,6086890.06916606,6.57,5.54,0.15,0.46,0.13,0.29
615322.648224166,6086890.06916606,2.96,2.75,0,0.12,0.08,0.01
616322.648224166,6086890.06916606,2.97,2.75,0,0.15,0.07,0
624322.648224166,6086890.06916606,2.18,2.18,0,0,0,0
625322.648224166,6086890.06916606,7.02,7.02,0,0,0,0
626322.648224166,6086890.06916606,17.89,17.89,0,0,0,0
627322.648224166,6086890.06916606,0.04,0.04,0,0,0,0
597322.648224166,6085890.06916606,24.2,21.8,0,1.24,0.87,0.29
598322.648224166,6085890.06916606,63.52,63.39,0,0.13,0,0
599322.648224166,6085890.06916606,15.86,15.86,0,0,0,0
606322.648224166,6085890.06916606,4.02,4.02,0,0,0,0
607322.648224166,6085890.06916606,16.35,16.35,0,0,0,0
608322.648224166,6085890.06916606,36.49,35.2,0.17,0.14,0.37,0.61
609322.648224166,6085890.06916606,18.91,12.38,0.17,2.5,1.67,2.19
610322.648224166,6085890.06916606,30.48,23.86,0.88,0.69,2.43,2.62
611322.648224166,6085890.06916606,1.61,1.18,0.1,0,0.02,0.31
614322.648224166,6085890.06916606,3.16,2.86,0,0.18,0.01,0.11
615322.648224166,6085890.06916606,14.37,13.62,0.08,0.21,0.14,0.32
616322.648224166,6085890.06916606,0.43,0.37,0,0,0.02,0.04
597322.648224166,6084890.06916606,3.37,3.37,0,0,0,0
598322.648224166,6084890.06916606,1.08,1.08,0,0,0,0
599322.648224166,6084890.06916606,0.34,0.34,0,0,0,0
609322.648224166,6084890.06916606,1.72,1.39,0.11,0.02,0.03,0.17
610322.648224166,6084890.06916606,40.66,25.6,0.3,1.69,5.64,7.43
611322.648224166,6084890.06916606,31.86,19.04,0.23,0.63,4.8,7.16
615322.648224166,6084890.06916606,0.55,0.31,0.01,0.11,0.01,0.11
616322.648224166,6084890.06916606,17.35,16.01,0.14,0.47,0.2,0.53
630322.648224166,6084890.06916606,1.28,1.28,0,0,0,0
631322.648224166,6084890.06916606,5.97,5.97,0,0,0,0
632322.648224166,6084890.06916606,3.75,3.62,0,0.13,0,0
609322.648224166,6083890.06916606,7.63,7.03,0,0.6,0,0
610322.648224166,6083890.06916606,26.85,23.22,0.02,1.35,0.91,1.35
611322.648224166,6083890.06916606,29.93,20.58,0.91,1.23,3.68,3.53
616322.648224166,6083890.06916606,14.36,13.5,0.07,0.18,0.11,0.5
629322.648224166,6083890.06916606,0.81,0.81,0,0,0,0
630322.648224166,6083890.06916606,1.46,1.46,0,0,0,0
632322.648224166,6083890.06916606,0.08,0.08,0,0,0,0
633322.648224166,6083890.06916606,1.22,1.22,0,0,0,0
634322.648224166,6083890.06916606,4.52,4.52,0,0,0,0
635322.648224166,6083890.06916606,1,1,0,0,0,0
609322.648224166,6082890.06916606,13.22,10.03,0.16,1.01,0.79,1.23
